author_id,display_name,works_api_url,h_index,works_count,cited_by_count,country_code
A5046908604,Taha Yasseri,https://api.openalex.org/works?filter=author.id:A5046908604,23,162,1965,IE
A5007282319,Talal Rahwan,https://api.openalex.org/works?filter=author.id:A5007282319,22,140,2167,AE
A5048176602,Vedran Sekara,https://api.openalex.org/works?filter=author.id:A5048176602,9,30,955,DK
A5041808447,Yelena Mejova,https://api.openalex.org/works?filter=author.id:A5041808447,20,147,1382,IT
A5085545989,Yevgeniy Golovchenko,https://api.openalex.org/works?filter=author.id:A5085545989,4,12,152,DK
A5076045006,Yunkyu Sohn,https://api.openalex.org/works?filter=author.id:A5076045006,4,19,456,US
A5014647140,Aaron Clauset,https://api.openalex.org/works?filter=author.id:A5014647140,43,201,22717,US
A5047404909,Aaron J. Schwartz,https://api.openalex.org/works?filter=author.id:A5047404909,8,23,715,US
A5053043999,Aaron J. Schein,https://api.openalex.org/works?filter=author.id:A5053043999,16,18,776,US
A5014825255,Sayed Haidar Abbas Raza,https://api.openalex.org/works?filter=author.id:A5014825255,22,169,1613,CN
A5000055465,Alvin W. Smith,https://api.openalex.org/works?filter=author.id:A5000055465,25,92,2113,US
A5086636153,Abdulkadir Çelikkanat,https://api.openalex.org/works?filter=author.id:A5086636153,3,32,22,DK
A5064296964,Abdullah Almaatouq,https://api.openalex.org/works?filter=author.id:A5064296964,10,47,526,US
A5063098095,Abeer ElBahrawy,https://api.openalex.org/works?filter=author.id:A5063098095,6,17,380,GB
A5081180913,Adam Finnemann,https://api.openalex.org/works?filter=author.id:A5081180913,3,7,34,NL
A5011035455,Adam Frank,https://api.openalex.org/works?filter=author.id:A5011035455,51,555,8127,US
A5034438905,Matt Sutton,https://api.openalex.org/works?filter=author.id:A5034438905,42,246,7113,GB
A5015514276,Arpan Dutta,https://api.openalex.org/works?filter=author.id:A5015514276,9,49,255,US
A5015319043,Adriënne M. Mendrik,https://api.openalex.org/works?filter=author.id:A5015319043,12,38,1506,NL
A5086011172,Agnieszka Czaplicka,https://api.openalex.org/works?filter=author.id:A5086011172,6,17,126,DE
A5037220308,Agnieszka Faleńska,https://api.openalex.org/works?filter=author.id:A5037220308,7,24,109,DE
A5031686630,Aguru ISHIBASHI,https://api.openalex.org/works?filter=author.id:A5031686630,0,1,0,JP
A5035102250,Ahmad Hesam,https://api.openalex.org/works?filter=author.id:A5035102250,10,27,673,NL
A5011368152,Aidan Combs,https://api.openalex.org/works?filter=author.id:A5011368152,3,7,118,US
A5030239300,Aidar Zinnatullin,https://api.openalex.org/works?filter=author.id:A5030239300,0,6,0,IT
A5068083728,Akeela Careem,https://api.openalex.org/works?filter=author.id:A5068083728,2,6,4,US
A5075314395,Akhil Arora,https://api.openalex.org/works?filter=author.id:A5075314395,12,58,586,US
A5070799203,Akira Hashimoto,https://api.openalex.org/works?filter=author.id:A5070799203,23,214,2624,JP
A5082554858,Akira Matsui,https://api.openalex.org/works?filter=author.id:A5082554858,50,644,9412,JP
A5055633336,Akira Tsurushima,https://api.openalex.org/works?filter=author.id:A5055633336,5,22,105,JP
A5055236010,Akrati Saxena,https://api.openalex.org/works?filter=author.id:A5055236010,7,75,213,NL
A5014662127,Alain Barrat,https://api.openalex.org/works?filter=author.id:A5014662127,65,325,22499,FR
A5032323046,Alba Motes‐Rodrigo,https://api.openalex.org/works?filter=author.id:A5032323046,8,37,228,CH
A5025323154,Albert László Barabási,https://api.openalex.org/works?filter=author.id:A5025323154,78,171,92578,US
A5048792754,Alberto Amaduzzi,https://api.openalex.org/works?filter=author.id:A5048792754,1,1,2,IT
A5066444267,Alejandro Ortega‐Beltran,https://api.openalex.org/works?filter=author.id:A5066444267,19,76,1207,NG
A5041940377,Alejandro Dinkelberg,https://api.openalex.org/works?filter=author.id:A5041940377,3,9,22,IE
A5026969792,Aleksandra Urman,https://api.openalex.org/works?filter=author.id:A5026969792,9,77,401,CH
A5033447925,Alessandra Urbinati,https://api.openalex.org/works?filter=author.id:A5033447925,2,2,31,US
A5001710037,Alessandro De Gaetano,https://api.openalex.org/works?filter=author.id:A5001710037,1,5,5,IT
A5034213821,Alessandro Flamini,https://api.openalex.org/works?filter=author.id:A5034213821,4,39,117,IT
A5049802130,Alessandro Gambetti,https://api.openalex.org/works?filter=author.id:A5049802130,1,3,10,PT
A5025069859,Alessia Antelmi,https://api.openalex.org/works?filter=author.id:A5025069859,4,22,72,IT
A5061900944,Alessia Melegaro,https://api.openalex.org/works?filter=author.id:A5061900944,34,108,3939,IT
A5051112909,Alessio Cardillo,https://api.openalex.org/works?filter=author.id:A5051112909,16,47,2146,ES
A5007176508,Alex Pentland,https://api.openalex.org/works?filter=author.id:A5007176508,88,591,42974,US
A5004784121,Alex Teytelboym,https://api.openalex.org/works?filter=author.id:A5004784121,1,4,3,US
A5047198701,Alexander J. Gates,https://api.openalex.org/works?filter=author.id:A5047198701,12,36,951,US
A5056559023,Alexander Volfovsky,https://api.openalex.org/works?filter=author.id:A5056559023,9,95,1108,US
A5038217519,Alexandra Florea,https://api.openalex.org/works?filter=author.id:A5038217519,7,43,163,US
A5054478253,Alexandra Segerberg,https://api.openalex.org/works?filter=author.id:A5054478253,11,33,4569,SE
A5080030270,Alexandre G. Evsukoff,https://api.openalex.org/works?filter=author.id:A5080030270,17,109,1253,BR
A5010352723,Alexandros Gelastopoulos,https://api.openalex.org/works?filter=author.id:A5010352723,2,13,38,DK
A5060724128,Ali Faqeeh,https://api.openalex.org/works?filter=author.id:A5060724128,7,10,179,US
A5047789012,Alfredo Hernández Sánchez,https://api.openalex.org/works?filter=author.id:A5047789012,7,155,233,ES
A5084942634,Anan Salloum,https://api.openalex.org/works?filter=author.id:A5084942634,6,33,361,US
A5067953991,Aliakbar Akbaritabar,https://api.openalex.org/works?filter=author.id:A5067953991,7,39,160,DE
A5086637756,A. Herasimenka,https://api.openalex.org/works?filter=author.id:A5086637756,3,10,14,GB
A5079753964,Ali Yassin,https://api.openalex.org/works?filter=author.id:A5079753964,13,69,1113,LB
A5083809979,Alice Battiston,https://api.openalex.org/works?filter=author.id:A5083809979,1,6,3,IT
A5033341922,Alice Grishchenko,https://api.openalex.org/works?filter=author.id:A5033341922,3,11,59,US
A5031514121,Almog Simchon,https://api.openalex.org/works?filter=author.id:A5031514121,6,30,141,IL
A5088276589,Amin Mekacher,https://api.openalex.org/works?filter=author.id:A5088276589,3,11,67,GB
A5063277598,Amir Ebrahimi Fard,https://api.openalex.org/works?filter=author.id:A5063277598,4,18,82,IT
A5030987696,Amir Ghasemian,https://api.openalex.org/works?filter=author.id:A5030987696,4,18,246,US
A5003121162,Amir Goldberg,https://api.openalex.org/works?filter=author.id:A5003121162,14,72,1195,US
A5070972999,Amy Gimma,https://api.openalex.org/works?filter=author.id:A5070972999,29,89,14291,GB
A5016779163,Amy Selby,https://api.openalex.org/works?filter=author.id:A5016779163,1,1,3,US
A5010691256,Amy Smith,https://api.openalex.org/works?filter=author.id:A5010691256,11,42,5597,US
A5001589854,Ana Alonso-Curbelo,https://api.openalex.org/works?filter=author.id:A5001589854,1,2,1,GB
A5011326378,Ana Macanovic,https://api.openalex.org/works?filter=author.id:A5011326378,1,7,19,NL
A5012278873,Li Wang,https://api.openalex.org/works?filter=author.id:A5012278873,207,37892,472587,CN
A5053517626,A. Yu. Men’shikova,https://api.openalex.org/works?filter=author.id:A5053517626,10,59,386,RU
A5077871284,Anastassia Vybornova,https://api.openalex.org/works?filter=author.id:A5077871284,1,4,3,AT
A5068182184,Andrea Baronchelli,https://api.openalex.org/works?filter=author.id:A5068182184,40,242,5714,GB
A5090500627,Andrea Failla,https://api.openalex.org/works?filter=author.id:A5090500627,6,30,107,IT
A5085767098,Andrea Gentili,https://api.openalex.org/works?filter=author.id:A5085767098,12,119,453,IT
A5066187890,Andrea Passerini,https://api.openalex.org/works?filter=author.id:A5066187890,24,216,2587,IT
A5021211836,Andrea Tagarelli,https://api.openalex.org/works?filter=author.id:A5021211836,21,216,1533,IT
A5058732791,Andreas Bjerre-Nielsen,https://api.openalex.org/works?filter=author.id:A5058732791,6,29,220,DK
A5053529497,Andreas Kaltenbrunner,https://api.openalex.org/works?filter=author.id:A5053529497,23,102,1884,ES
A5012278873,Li Wang,https://api.openalex.org/works?filter=author.id:A5012278873,207,37892,472587,CN
A5009420670,Andréia Teixeira,https://api.openalex.org/works?filter=author.id:A5009420670,19,131,1360,PT
A5003185083,Andrew Beers,https://api.openalex.org/works?filter=author.id:A5003185083,17,75,1712,US
A5050554579,Andrés F. Castro Torres,https://api.openalex.org/works?filter=author.id:A5050554579,6,55,125,ES
A5080472003,Andrew Lippman,https://api.openalex.org/works?filter=author.id:A5080472003,29,156,6330,US
A5012236452,Andrew Renninger,https://api.openalex.org/works?filter=author.id:A5012236452,2,11,14,US
A5060124526,Andrés Gvirtz,https://api.openalex.org/works?filter=author.id:A5060124526,3,9,85,GB
A5015051311,Anne Berres,https://api.openalex.org/works?filter=author.id:A5015051311,6,71,181,US
A5010052470,A. Skumanich,https://api.openalex.org/works?filter=author.id:A5010052470,4,27,47,US
A5070868747,Ane Rahbek Vierø,https://api.openalex.org/works?filter=author.id:A5070868747,0,5,0,DK
A5064591138,Angelita Repetto,https://api.openalex.org/works?filter=author.id:A5064591138,1,4,1,US
A5066979752,Ângelo Brayner,https://api.openalex.org/works?filter=author.id:A5066979752,11,144,432,BR
A5046389297,Miguel Sánchez,https://api.openalex.org/works?filter=author.id:A5046389297,24,255,15082,AR
A5003539468,Angelos P. Kassianos,https://api.openalex.org/works?filter=author.id:A5003539468,21,71,1667,CY
A5054630728,Anikó Hannák,https://api.openalex.org/works?filter=author.id:A5054630728,12,47,1255,CH
A5025245627,Anjali Saxena,https://api.openalex.org/works?filter=author.id:A5025245627,13,72,748,IN
A5079255958,Anna Di Natale,https://api.openalex.org/works?filter=author.id:A5079255958,6,18,218,AT
A5056216760,Anna George,https://api.openalex.org/works?filter=author.id:A5056216760,29,149,2633,US
A5023767790,Anna Laura Mancini,https://api.openalex.org/works?filter=author.id:A5023767790,5,48,252,IT
A5039256697,Anna Rogers,https://api.openalex.org/works?filter=author.id:A5039256697,15,39,1500,DK
A5091783761,Anna Sapienza,https://api.openalex.org/works?filter=author.id:A5091783761,11,39,321,DK
A5061454360,Anna Sára Ligeti,https://api.openalex.org/works?filter=author.id:A5061454360,1,8,12,HU
A5063995659,Annapaola Marconi,https://api.openalex.org/works?filter=author.id:A5063995659,18,121,1104,IT
A5061225686,Aнна Соколова,https://api.openalex.org/works?filter=author.id:A5061225686,23,195,4417,AU
A5018717377,Anne C. Kroon,https://api.openalex.org/works?filter=author.id:A5018717377,8,30,238,NL
A5053148541,Antonin Pottier,https://api.openalex.org/works?filter=author.id:A5053148541,9,111,295,DE
A5006126497,Antonio Ariño Villarroya,https://api.openalex.org/works?filter=author.id:A5006126497,6,141,176,ES
A5033797206,Antonio Bucchiarone,https://api.openalex.org/works?filter=author.id:A5033797206,21,184,1414,IT
A5045033500,Antonio Desiderio,https://api.openalex.org/works?filter=author.id:A5045033500,2,10,42,IT
A5051621664,Antonio Rojas-García,https://api.openalex.org/works?filter=author.id:A5051621664,16,45,1035,GB
A5084285249,Antti Gronow,https://api.openalex.org/works?filter=author.id:A5084285249,11,54,353,FI
A5089890523,Anubhab Das,https://api.openalex.org/works?filter=author.id:A5089890523,3,7,48,IN
A5091669275,Anya Hommadova Lu,https://api.openalex.org/works?filter=author.id:A5091669275,4,11,50,US
A5033485181,Ardon Z. Shorr,https://api.openalex.org/works?filter=author.id:A5033485181,2,5,42,US
A5077230992,Alessandra Pera,https://api.openalex.org/works?filter=author.id:A5077230992,2,38,20,DK
A5058670333,Armando Bazzani,https://api.openalex.org/works?filter=author.id:A5058670333,16,202,2407,IT
A5080502439,Armin Pournaki,https://api.openalex.org/works?filter=author.id:A5080502439,2,13,28,FR
A5005519980,Arnault Chatelain,https://api.openalex.org/works?filter=author.id:A5005519980,1,3,7,FR
A5081982677,Arnout van de Rijt,https://api.openalex.org/works?filter=author.id:A5081982677,19,99,1641,IT
A5025112887,Artem Kuriksha,https://api.openalex.org/works?filter=author.id:A5025112887,0,5,3,US
A5047707045,Artëm Volgin,https://api.openalex.org/works?filter=author.id:A5047707045,2,14,10,GB
A5019114043,A. N. Thakur,https://api.openalex.org/works?filter=author.id:A5019114043,4,8,419,US
A5044956842,Arttu Malkamäki,https://api.openalex.org/works?filter=author.id:A5044956842,6,21,218,FI
A5000213324,Arun Frey,https://api.openalex.org/works?filter=author.id:A5000213324,5,13,795,GB
A5035198055,Ashiqur R. KhudaBukhsh,https://api.openalex.org/works?filter=author.id:A5035198055,8,77,258,US
A5039937997,A. Nicholas,https://api.openalex.org/works?filter=author.id:A5039937997,12,218,433,ZA
A5029294803,Ashley Muddiman,https://api.openalex.org/works?filter=author.id:A5029294803,15,47,926,US
A5048789742,Ashton Anderson,https://api.openalex.org/works?filter=author.id:A5048789742,18,75,2227,CA
A5077745776,Astrid Gühnemann,https://api.openalex.org/works?filter=author.id:A5077745776,8,55,291,AT
A5065544460,Attila Varga,https://api.openalex.org/works?filter=author.id:A5065544460,22,219,6018,HU
A5001097474,Atushi Ishikawa,https://api.openalex.org/works?filter=author.id:A5001097474,11,109,389,JP
A5074722895,Avi Gamoran,https://api.openalex.org/works?filter=author.id:A5074722895,2,8,7,IL
A5058457102,Ayan-Yue Gupta,https://api.openalex.org/works?filter=author.id:A5058457102,1,4,21,GB
A5043526874,Aymeric Luneau,https://api.openalex.org/works?filter=author.id:A5043526874,1,15,2,FR
A5030641600,Babak Heydari,https://api.openalex.org/works?filter=author.id:A5030641600,16,88,996,US
A5049607869,Bahador Bahrami,https://api.openalex.org/works?filter=author.id:A5049607869,31,117,4056,GB
A5088501882,Bahareh Sarrafzadeh,https://api.openalex.org/works?filter=author.id:A5088501882,5,21,77,US
A5009108675,Bailey K. Fosdick,https://api.openalex.org/works?filter=author.id:A5009108675,17,100,2064,US
A5033543507,Baird Howland,https://api.openalex.org/works?filter=author.id:A5033543507,4,6,254,US
A5043896739,Balaraju Battu,https://api.openalex.org/works?filter=author.id:A5043896739,5,14,52,US
A5057226228,Balázs Vedres,https://api.openalex.org/works?filter=author.id:A5057226228,10,78,837,AT
A5003963130,Bao-Tran Truong,https://api.openalex.org/works?filter=author.id:A5003963130,6,8,213,US
A5002913960,Barbara Keller,https://api.openalex.org/works?filter=author.id:A5002913960,26,69,3432,CH
A5032257766,Beatrice Bonami,https://api.openalex.org/works?filter=author.id:A5032257766,2,9,28,GB
A5011077465,Beatrice Rammstedt,https://api.openalex.org/works?filter=author.id:A5011077465,30,227,5790,DE
A5066649557,Becky P.Y. Loo,https://api.openalex.org/works?filter=author.id:A5066649557,33,257,3910,HK
A5036868218,Bedoor AlShebli,https://api.openalex.org/works?filter=author.id:A5036868218,11,31,771,AE
A5065820472,Beibei Li,https://api.openalex.org/works?filter=author.id:A5065820472,60,1002,14848,CN
A5055355947,Benedikt Pirmin Ströbl,https://api.openalex.org/works?filter=author.id:A5055355947,1,2,3,DE
A5089637526,Benjamin J. Radford,https://api.openalex.org/works?filter=author.id:A5089637526,5,26,115,US
A5084459940,Benjamin C. Holding,https://api.openalex.org/works?filter=author.id:A5084459940,8,23,167,DK
A5005840933,Bennard Doornbos,https://api.openalex.org/works?filter=author.id:A5005840933,16,52,956,NL
A5054308726,Bernardo García Bulle Bueno,https://api.openalex.org/works?filter=author.id:A5054308726,2,13,16,US
A5090962780,Bertram F. Malle,https://api.openalex.org/works?filter=author.id:A5090962780,39,210,10028,US
A5041993985,Bethany Hsiao,https://api.openalex.org/works?filter=author.id:A5041993985,0,1,0,US
A5011857931,Bhargav Srinivasa Desikan,https://api.openalex.org/works?filter=author.id:A5011857931,3,16,22,GB
A5024920559,Beverly Laher,https://api.openalex.org/works?filter=author.id:A5024920559,1,6,10,MW
A5033732336,Bin Wang,https://api.openalex.org/works?filter=author.id:A5033732336,123,7755,88825,CN
A5086259064,Blas Kolic,https://api.openalex.org/works?filter=author.id:A5086259064,1,5,60,GB
A5034939798,Bojan Kostić,https://api.openalex.org/works?filter=author.id:A5034939798,6,27,89,RS
A5072156055,Eszter Bokányi,https://api.openalex.org/works?filter=author.id:A5072156055,7,31,187,NL
A5082225935,Boleslaw K. Szymanski,https://api.openalex.org/works?filter=author.id:A5082225935,38,168,5935,US
A5007077429,Bradley Spahn,https://api.openalex.org/works?filter=author.id:A5007077429,2,6,50,US
A5014395817,Bramantyo Ibrahim Supriyatno,https://api.openalex.org/works?filter=author.id:A5014395817,1,1,5,US
A5076193392,Brenda Curtis,https://api.openalex.org/works?filter=author.id:A5076193392,19,108,1326,US
A5023365550,Brendan O’Connor,https://api.openalex.org/works?filter=author.id:A5023365550,40,246,8388,IE
A5034550396,Brennan Klein,https://api.openalex.org/works?filter=author.id:A5034550396,12,60,2747,US
A5015711710,Brian Uzzi,https://api.openalex.org/works?filter=author.id:A5015711710,45,186,29720,US
A5047517174,Brooke Foucault Welles,https://api.openalex.org/works?filter=author.id:A5047517174,13,58,1196,MX
A5006172855,Briony Swire‐Thompson,https://api.openalex.org/works?filter=author.id:A5006172855,11,38,1731,US
A5048877432,Bruno Lepri,https://api.openalex.org/works?filter=author.id:A5048877432,39,312,5331,IT
A5066089123,Byungkyu Lee,https://api.openalex.org/works?filter=author.id:A5066089123,11,35,512,US
A5041649856,Calvin Yixiang Cheng,https://api.openalex.org/works?filter=author.id:A5041649856,2,4,10,GB
A5067215455,Corneliu I. Oprea,https://api.openalex.org/works?filter=author.id:A5067215455,12,76,479,DE
A5019218689,Cameron Lai,https://api.openalex.org/works?filter=author.id:A5019218689,1,5,4,JP
A5067315236,Camille Landesvatter,https://api.openalex.org/works?filter=author.id:A5067315236,2,7,11,DE
A5038225532,Camille Testard,https://api.openalex.org/works?filter=author.id:A5038225532,5,15,124,US
A5056226566,Carina Ines Hausladen,https://api.openalex.org/works?filter=author.id:A5056226566,4,31,66,CH
A5013164931,Carlo Michele Valensise,https://api.openalex.org/works?filter=author.id:A5013164931,10,39,2271,IT
A5019690020,Carlos Fernández‐del Castillo,https://api.openalex.org/works?filter=author.id:A5019690020,76,728,31269,US
A5038358917,Carlos Fernandez‐Basso,https://api.openalex.org/works?filter=author.id:A5038358917,7,18,119,ES
A5058359917,Carlos J. Rodríguez,https://api.openalex.org/works?filter=author.id:A5058359917,45,470,33993,US
A5006798397,C E Buth,https://api.openalex.org/works?filter=author.id:A5006798397,4,88,86,DE
A5027781990,Carmen Leicht-Scholten,https://api.openalex.org/works?filter=author.id:A5027781990,5,88,94,DE
A5014031647,Carmine Spagnuolo,https://api.openalex.org/works?filter=author.id:A5014031647,11,52,348,IT
A5072186861,Carolina Coimbra Vieira,https://api.openalex.org/works?filter=author.id:A5072186861,2,18,45,DE
A5044060426,Caroline C. Murray,https://api.openalex.org/works?filter=author.id:A5044060426,2,2,211,US
A5053806434,Casey Randazzo,https://api.openalex.org/works?filter=author.id:A5053806434,1,2,2,US
A5029483412,Cassidy R. Sugimoto,https://api.openalex.org/works?filter=author.id:A5029483412,43,282,8318,US
A5021170243,Cassandra Overney,https://api.openalex.org/works?filter=author.id:A5021170243,2,10,44,US
A5038331765,Catalina Vajiac,https://api.openalex.org/works?filter=author.id:A5038331765,2,10,11,US
A5055434105,Caterina Suitner,https://api.openalex.org/works?filter=author.id:A5055434105,15,93,1270,IT
A5059079741,Chen Cai,https://api.openalex.org/works?filter=author.id:A5059079741,33,202,7130,CN
A5043042941,Cecilia Monge,https://api.openalex.org/works?filter=author.id:A5043042941,7,34,568,US
A5086827245,Ceren Budak,https://api.openalex.org/works?filter=author.id:A5086827245,17,86,1589,US
A5064297795,César A. Hidalgo,https://api.openalex.org/works?filter=author.id:A5064297795,38,231,16574,FR
A5068629007,C. A. Marin Tobon,https://api.openalex.org/works?filter=author.id:A5068629007,56,364,12318,CH
A5006681226,Chanuwas Aswamenakul,https://api.openalex.org/works?filter=author.id:A5006681226,1,3,4,US
A5053397364,Chao Yu,https://api.openalex.org/works?filter=author.id:A5053397364,57,563,14794,CN
A5083980012,Charalampos Saitis,https://api.openalex.org/works?filter=author.id:A5083980012,9,72,254,GB
A5075497327,Charles Rahal,https://api.openalex.org/works?filter=author.id:A5075497327,8,32,1332,GB
A5020262392,Chung‐Jung Tsai,https://api.openalex.org/works?filter=author.id:A5020262392,64,230,14348,US
A5028705781,Chiara Chiavenna,https://api.openalex.org/works?filter=author.id:A5028705781,4,7,74,GB
A5042522236,Chico Q. Camargo,https://api.openalex.org/works?filter=author.id:A5042522236,7,30,241,GB
A5056247832,Chloe Ahn,https://api.openalex.org/works?filter=author.id:A5056247832,1,4,5,US
A5080376515,Chris Baber,https://api.openalex.org/works?filter=author.id:A5080376515,37,376,4772,GB
A5090222665,Christa Brelsford,https://api.openalex.org/works?filter=author.id:A5090222665,11,58,627,US
A5003546846,Christian S. Czymara,https://api.openalex.org/works?filter=author.id:A5003546846,8,46,457,DE
A5080298742,Christian Vestergaard,https://api.openalex.org/works?filter=author.id:A5080298742,15,84,1082,FR
A5012631395,Christian Strippel,https://api.openalex.org/works?filter=author.id:A5012631395,7,45,153,DE
A5076968482,Christine Vega-Pourheydarian,https://api.openalex.org/works?filter=author.id:A5076968482,0,5,1,US
A5036452910,Christoffer Green‐Pedersen,https://api.openalex.org/works?filter=author.id:A5036452910,36,159,5132,DK
A5022550400,Christoffer Florczak,https://api.openalex.org/works?filter=author.id:A5022550400,2,12,15,DK
A5062364819,Christoph Bartenhagen,https://api.openalex.org/works?filter=author.id:A5062364819,21,113,1711,DE
A5081614562,Christoph Stadtfeld,https://api.openalex.org/works?filter=author.id:A5081614562,20,55,1936,CH
A5023997241,Christopher A. Bail,https://api.openalex.org/works?filter=author.id:A5023997241,17,56,2653,US
A5002034958,Christopher M. Danforth,https://api.openalex.org/works?filter=author.id:A5002034958,30,196,4741,US
A5053987970,Christopher I Jarvis,https://api.openalex.org/works?filter=author.id:A5053987970,31,81,13448,GB
A5049203961,Chung-Kon Shi,https://api.openalex.org/works?filter=author.id:A5049203961,6,89,130,KR
A5069885186,Ciro Cattuto,https://api.openalex.org/works?filter=author.id:A5069885186,44,201,9795,US
A5088505613,Claire Glanois,https://api.openalex.org/works?filter=author.id:A5088505613,3,14,33,DK
A5038812629,Clara Boothby,https://api.openalex.org/works?filter=author.id:A5038812629,3,9,49,US
A5013545446,Clara Vandeweerdt,https://api.openalex.org/works?filter=author.id:A5013545446,3,5,52,DK
A5060256587,Claudia Acciai,https://api.openalex.org/works?filter=author.id:A5060256587,3,14,71,DK
A5037267743,Claudia Wagner-Riddle,https://api.openalex.org/works?filter=author.id:A5037267743,37,113,4246,CA
A5060898370,Clemens M. Lechner,https://api.openalex.org/works?filter=author.id:A5060898370,20,136,1190,DE
A5048056611,Clemens Stachl,https://api.openalex.org/works?filter=author.id:A5048056611,14,72,742,CH
A5062898997,Clodomir Santana,https://api.openalex.org/works?filter=author.id:A5062898997,6,30,208,GB
A5059015114,Coen D. Needell,https://api.openalex.org/works?filter=author.id:A5059015114,2,3,24,US
A5000399565,Corine S. Meppelink,https://api.openalex.org/works?filter=author.id:A5000399565,10,24,707,NL
A5051642685,Cornelius Puschmann,https://api.openalex.org/works?filter=author.id:A5051642685,17,90,849,DE
A5002012048,Corrado Monti,https://api.openalex.org/works?filter=author.id:A5002012048,8,48,163,IT
A5020425902,Chen Shen,https://api.openalex.org/works?filter=author.id:A5020425902,42,234,5730,CN
